username,userimage,content,score,thumbsupcount,reviewcreatedversion,at,replycontent,repliedat,appversion,sentiment_score,sentiment
User_9166,,"While booking the ride price will differ before and after Worst, they charge extra everytime",1,0,4.553.10000,2024-11-30 09:51:29,,,4.553.10000,-0.6249,negative
User_9167,,This application is very good and this app helps us and also costs less money.,5,0,4.554.10001,2024-11-30 09:50:41,,,4.554.10001,0.6997,positive
User_9168,,You cannot rely on this app for accurate time of arrival estimates. You cannot cancel Uber One.,1,0,4.554.10001,2024-11-30 09:49:13,,,4.554.10001,0.1877,positive
User_9170,,First time I booked Uber good service price less and getting ontime service.thanks uber,5,0,4.554.10001,2024-11-30 09:47:00,,,4.554.10001,0.4927,positive
User_9183,,"It's more expensive than at regular taxi cab. And if you cancel the driver coming at you, you have to pay a part of the ride, even when the driver takes forever to arrive.",1,0,4.552.10000,2024-11-30 09:09:13,,,4.552.10000,-0.34,negative
User_9184,,"Waste app and wrost policies and wrost help line and no proper support, After done the ride I have paid Cash to Driver which is showing in the app, After 30 minutes when I have open the app it is showing still on ride, and after that when driver got another ride he has colsed my ride then it is showing 3 Times more price then booking, and Uber wants me pay 900 rs for 259/- rs ride. Waste app, only driver and cabs favourites One not for rider. Waste and wrost Appp and service I have ever seen.",1,0,4.553.10000,2024-11-30 09:08:11,"Hi vijaya, we're extremely sorry to hear about your concern regarding your recent experience. This is certainly something we'd want to deep dive into. For us to be able to resolve your recent interaction with us, fill in your details here: https://bit.ly/343HNsE. We shall get back to you at the earliest.",2022-09-09 16:56:00,4.553.10000,-0.6898,negative
User_9187,,Initial price was low when we ended the trip the fare was too high,1,0,,2024-11-30 09:04:13,,,,-0.2732,negative
User_9216,,Middle of the city. Empty ubers everywhere or parked up all waiting for that extra quid or two rather than confirming. 20-30 min wait. Unless you pay the 'priority' pick up of course. Black cab cheaper. Good luck,2,0,4.552.10000,2024-11-30 07:40:52,,,4.552.10000,0.5719,positive
User_9224,,Too expensive,1,0,4.554.10001,2024-11-30 07:14:25,,,4.554.10001,0.0,neutral
User_9228,,Fair rate service,5,0,4.554.10001,2024-11-30 06:48:43,,,4.554.10001,0.3182,positive
User_9236,,"When it's busy, wait times are not extended.. but the price is, which does not go to the driver at all, the company just takes it all. I payed 80 for a trip, the driver got his standard rate of 24$",1,0,4.535.10000,2024-11-30 06:09:36,,,4.535.10000,0.0,neutral
User_9243,,Quick friendly and cost effective,5,0,4.554.10001,2024-11-30 05:54:02,,,4.554.10001,0.743,positive
User_9253,,"Con artists projecting a trip costing way more than it actually does, this company deserves to be bankrupt",1,0,4.554.10001,2024-11-30 05:09:11,,,4.554.10001,-0.5574,negative
User_9263,,"Their estimated time and rate is ALWAYS wrong, how can they get away with such horrible service? It's commonly cheaper to take a local cab service, so don't be fooled",1,0,4.554.10001,2024-11-30 04:46:03,,,4.554.10001,-0.6313,negative
User_9271,,Uber is a very reliable and friendly service and I really appreciate the fair prices and I find that the Uber drivers are much more friendly then regular cab drivers always a interesting experience!,5,0,,2024-11-30 04:06:53,,,,0.9383,positive
User_9277,,"Used to be a decent service, now it's just too expensive just for a single ride down the street. Half the time the car is different or the actual driver is not the same person.",1,0,4.554.10001,2024-11-30 03:45:53,,,4.554.10001,0.0,neutral
User_9279,,Getting better at pricing than before,5,0,4.549.10000,2024-11-30 03:35:36,,,4.549.10000,0.4404,positive
User_9282,,"My overall experience is good. I use Uber transportation to get back and forth to work. I work in the autism community to help support those with special needs. So I really appreciate Uber offering discounted rates and perks, very beneficial!!",5,0,4.554.10001,2024-11-30 03:28:46,,,4.554.10001,0.9553,positive
User_9285,,Prices are unbelievable now.,1,0,4.553.10000,2024-11-30 03:22:05,,,4.553.10000,0.2023,positive
User_9289,,Their drivers they are always prompt in picking me up and the price is always fair,5,0,4.554.10001,2024-11-30 03:05:38,,,4.554.10001,0.3182,positive
User_9296,,"Make sure all your card information has been updated with the provider for more than a day, take the 10 mins to set up your account and bingo bango everything is super easy and fast. I mean everything!! Kinda expensive for rides, but really convenient!",5,1,4.554.10001,2024-11-30 02:48:10,,,4.554.10001,0.7119,positive
User_9326,,"Prices lately aren't kept. At the end of the trip, they always charge at least 50% more without previous notification.",3,0,4.553.10000,2024-11-30 01:14:22,,,4.553.10000,0.0,neutral
User_9328,,Uber prices will have you paying R136 UberGo for a 2km local trip that normally costs R27-R40. They blame it on the high demand but it's just plain daylight robbery.,1,0,4.551.10000,2024-11-30 01:11:09,,,4.551.10000,-0.2382,negative
User_9329,,I originally used uber back in the day but after a driver decided not to transport me because I had to go food from the restaurant in Vegas and then with uber eats I got sent a raw fish and they refused to reimburse me I canceled. Now I am trying it again. It still is not the most affordable in city limits but they cars are of better quality and cleaner,2,0,4.553.10000,2024-11-30 01:10:36,,,4.553.10000,0.4767,positive
User_9335,,Excellent and affordable,5,0,4.554.10001,2024-11-30 00:55:39,,,4.554.10001,0.5719,positive
User_9338,,"I just LOOOVE how y'all conveniently gouge your ride prices as soon as I'm about to request one. This has happened quite a lot recently and it's beyond aggravating. I wouldn't be complaining if most of the momey went to the drivers, but y'all have become so greedy and arrogant like everyone else, and I all i can say is that I wish y'all an unpleasant moment in your day.",1,0,4.554.10001,2024-11-30 00:40:55,,,4.554.10001,-0.8093,negative
User_9369,,"Worst rate possible! If you put in for a ride a charge immediately put on it,when u try to add a second it changes but in the end you get charged for the first and the second as a whole. That's 2 charges! Uber ripping off!🤬And haven't reimbursed me yet for 2 separate charges 😡",1,3,4.554.10001,2024-11-29 23:28:50,,,4.554.10001,-0.8728,negative
User_9377,,Fast and affordable 👌,5,0,4.554.10001,2024-11-29 23:06:30,,,4.554.10001,0.7297,positive
User_9381,,"I'm disabled and have a wheelchair, most drivers don't want to drive me when they see I'm in a wheelchair and it's usually the african drivers. When I book a ride they give me a price but when I get to the destination the price change and then the drivers get angry and swear at me. Pathetic service. I'm deleting the app and my account after this.",1,0,4.553.10000,2024-11-29 22:55:42,,,4.553.10000,-0.901,negative
User_9397,,Affordable,5,0,4.553.10000,2024-11-29 22:29:24,,,4.553.10000,0.0,neutral
User_9398,,"Have you ever noticed that the price shown to you at the start of the ride is not the same as that charged after the trip? You are not alone. They do this all the time, charge way way more at the end (even if the route, distance and time is within the bounds). I would suggest, move to some other app instead of relying on these cheaters",1,0,,2024-11-29 22:28:29,,,,-0.4515,negative
User_9401,,Better prices then other apps,5,0,4.553.10000,2024-11-29 22:27:26,,,4.553.10000,0.4404,positive
User_9407,,"They have raised the price so much I can barely afford it anymore, a year ago it was $7 now they want $13 for the same trip almost double in a year",3,0,4.554.10001,2024-11-29 22:16:11,,,4.554.10001,0.0772,positive
User_9425,,My driver was very polite & considerate also on time!!,5,0,4.554.10001,2024-11-29 21:40:00,,,4.554.10001,0.5786,positive
User_9426,,"Very convenient app, sometimes exaggerates on the price, reserved prices shouldn't be more expensive than realtime rides.",3,0,4.553.10000,2024-11-29 21:36:29,,,4.553.10000,-0.1531,negative
User_9454,,"Good prices, most drivers are polite and chatty. Normally is very quick in picking up unless the roads are busy then the app will inform you and 9 times out of 10, the drivers will listen when you direct them the faster route.",5,2,4.554.10001,2024-11-29 20:49:34,,,4.554.10001,0.4404,positive
User_9456,,One of the best app for travelling with affordable rates and safe driving.,5,0,4.552.10000,2024-11-29 20:39:02,,,4.552.10000,0.7964,positive
User_9459,,Your prices are really high Hate from india,1,0,4.554.10001,2024-11-29 20:36:37,,,4.554.10001,-0.6096,negative
User_9460,,Easy to book prices is perfect,5,0,4.554.10001,2024-11-29 20:32:13,,,4.554.10001,0.765,positive
User_9484,,There's a new fee that I don't recognize and that is not reflected in the price that is stated the price to be,3,0,4.554.10001,2024-11-29 20:04:13,,,4.554.10001,0.0,neutral
User_9502,,"My worldwide taxi bit high fare as compared to local app, uber can work on single debit card for all countries for frequent traveler like me",4,0,4.554.10001,2024-11-29 19:21:39,,,4.554.10001,0.3612,positive
User_9504,,Low price,5,0,,2024-11-29 19:19:22,,,,-0.2732,negative
User_9505,,Can't seem to get any help. The call feature doesn't work either. A ride at peak time is costing $25 to go 1km to take my special needs kid to school. That's over $60 a day(after fees) to take my kid to school. TAXI is cheaper.,1,0,4.554.10001,2024-11-29 19:14:33,,,4.554.10001,0.6597,positive
User_9517,,"Waste of time no cabs coming, bcoz cheap rates, uber app pushing drivers family to road...",1,0,4.553.10000,2024-11-29 18:49:58,,,4.553.10000,-0.6124,negative
User_9525,,"scamsters! stil sux. gets suckier everyday. always random charges and when i do make a booking, they charge me more than the price we agree to. and sometimes charge me twice like wth. i get tbia charge AFTER getting in the cab ro reaching destination so they make it too late ive lost over 1000 on uber messing up and havent seen any of it back. they SOMETIMES get back to you when they mess up. but they're ALWAYS messing up and its not worth paying more for nothing than the service itself",1,34,4.554.10001,2024-11-29 18:37:33,"Hey Komen, we are sorry to hear about this and regret the inconvenience. In order to assist you better regarding this, help us out by dropping specific details about this at jump.com/contact .",2019-08-15 12:19:19,4.554.10001,-0.6475,negative
User_9527,,Affordable price,5,0,4.554.10001,2024-11-29 18:30:17,,,4.554.10001,0.0,neutral
User_9535,,"I use Uber very frequently and have been for a few years without any notable issues or complaints. My pickups are quick and drivers are always very nice. Having this option, that is a lot cheaper than the local cab companies, is a much welcome and greatly appreciated convenience in my life! Update: Wrote this in 2022; it's now November of 2024 and I'm still loving Uber with no complaints! 💖",5,23,4.554.10001,2024-11-29 18:10:57,,,4.554.10001,0.9557,positive
User_9541,,"Yesterday on 28/11/2024, I took the uber drive, driver delivered me at wrong location, it was not his fault as the Google map was not showing it correctly. My fare was 110 , he told me that you had to pay extra charges for extra 1.9 km . I said ok. But I didn't receive any message from uber , then he said pay 220. I didn't receive any message from uber about payment. But I paid him , but after few minutes I checked that it was 118 rs. I raised request in uber, but uber denied it.Poor experience",1,0,4.553.10000,2024-11-29 17:56:03,,,4.553.10000,-0.8154,negative
User_9550,,Uber hikes up the price of rides if we look now and come back later. Overcharged me Rs.70,1,0,4.552.10000,2024-11-29 17:27:16,,,4.552.10000,0.0,neutral
User_9564,,Not at all good experience at the time of pick up charge was around 298 and at the time of dropoff it suddenly changes to 403 even I have screen shot very poor price management very bad experience,1,0,4.554.10001,2024-11-29 17:05:28,,,4.554.10001,-0.8622,negative
User_9578,,It show the car and price but while booking it took above 10 minutes for updating about driver after 10 minutes it doesn't update any driver and automatically cancel the ride.,1,0,4.554.10001,2024-11-29 16:33:01,,,4.554.10001,-0.3612,negative
User_9597,,Some driver can not read maps. With that being said Some chose a pick up which is 20 min away from where they are it dies not make sense at all Uber is expensive. Most time the wait is very long Some driver play radio or music loud. Some driver are very polite. Some cars are very clean whilst others are.....,2,1,4.554.10001,2024-11-29 15:53:24,,,4.554.10001,0.659,positive
User_9627,,Smooth rides and best pricing for customers.,5,0,,2024-11-29 14:44:02,,,,0.6369,positive
User_9631,,"Never even managed to book a trip, account was blocked with no explanation! Also there is no option to select drivers who accept electronic payments only. Very poor service and support. Will rate zero if I could!!!!",1,1,4.554.10001,2024-11-29 14:36:10,,,4.554.10001,-0.6967,negative
User_9646,,Safe and affordable,5,0,4.553.10000,2024-11-29 13:31:37,,,4.553.10000,0.4404,positive
User_9655,,affordable price,5,0,4.554.10001,2024-11-29 13:04:37,,,4.554.10001,0.0,neutral
User_9676,,Cheap n affordable prices for cabs,5,0,4.554.10001,2024-11-29 12:31:09,,,4.554.10001,0.0,neutral
User_9679,,Fast and affordable,5,0,4.516.10000,2024-11-29 12:26:16,,,4.516.10000,0.0,neutral
User_9703,,Great service! Rates are cheaper than OLA.,5,0,4.554.10001,2024-11-29 11:24:39,,,4.554.10001,0.6588,positive
User_9709,,"It is a cheating app. While booking the ride it shows as 400 rupees and it increases to 680 while dropping. Because of this, conflict is being created between drivers and us. There was no traffic also. Its their trick to choose their platform when compared to others like ola or rapido. I suggest everyone to prefer ola or rapido. Because their price is fixed and it will not vary like uber's",1,84,4.553.10000,2024-11-29 11:22:05,,,4.553.10000,-0.7379,negative
User_9713,,"Drivers will frequently cancel, the ""drop of by"" time is completely wrong, prices will change randomly for no reason, this app cannot be relied upon to get you where you want to go",1,0,4.554.10001,2024-11-29 11:14:55,,,4.554.10001,-0.8122,negative
User_9744,,"90% of the time Didi is cheaper than Uber for rides and most of the time its a $5-10 difference so a significant amount. As for Ubereats, why am I still paying ubers prices for food when I am picking up? On doordash the prices go down to the normal store prices as if you were buying from them directly, but on uber for some reason you are paying the full amount as if you were getting it delivered. Why would I use Uber at all if both Didi and Doordash are significantly cheaper most of the time.",1,0,,2024-11-29 09:57:17,,,,0.1379,positive
User_9751,,"perfect, affordable and hassle free can service for Indians.",5,0,4.554.10001,2024-11-29 09:39:36,,,4.554.10001,0.7906,positive
User_9768,,"Fast, friendly, and affordable Thanks to this company & the awesome people who drive me to get groceries and stuff! 💯",5,0,4.554.10001,2024-11-29 08:55:27,,,4.554.10001,0.8883,positive
User_9777,,"My driver was on time, professional, and cordial. Fare was appropriate for the milage.",5,0,4.554.10001,2024-11-29 08:42:22,,,4.554.10001,0.0,neutral
User_9784,,Nice service at affordable price in KSA.,5,0,,2024-11-29 07:41:13,,,,0.4215,positive
User_9793,,I'm a pissed pissed customer!!!! I rate Uber a 00 right now !!!! I'm mad because I'm disabled and my pace Ada voucher is supposed to apply and I'm sick of waiting for refunds !! I can't use Uber until I get reimbursed for my pace Ada voucher because I'm disabled and it's not fair to me !!! I'm a pissed customer until this problem is resolved!!!!;,1,0,4.554.10001,2024-11-29 07:05:20,,,4.554.10001,-0.9768,negative
User_9798,,Uber drivers asks for a high fare while the price displayed when we order ride,3,0,,2024-11-29 06:48:41,,,,0.0,neutral
User_9810,,"No longer a useful app. Takes forever to assign a driver and then they cancel on the way to you if a better ride comes up. Customer service non existent. Call a local cab company, it'll be cheaper too.",1,2,4.553.10000,2024-11-29 06:14:56,,,4.553.10000,0.3818,positive
User_9827,,Uber does not only think about your safety but it also considers your wallet. I love uber because of affordable prices and very good promotions and the comfort that the drivers make me feel,5,0,4.554.10001,2024-11-29 04:44:32,,,4.554.10001,0.9454,positive
User_9864,,Comfortable ride but bht wait krate h,5,0,4.553.10000,2024-11-29 01:31:34,,,4.553.10000,0.2846,positive
User_9880,,"Overall ok. Just cannot understand why so many times it ""updates"" the price to a higher fare just seconds after you have confirmed the ride. Price should be fixed to the fare shown at booking time. App should not let the driver cancel the ride after he has confirmed the booking. Just makes you lose tim",4,1,4.554.10001,2024-11-29 00:36:24,,,4.554.10001,-0.5719,negative
User_9883,,Friendly driver and good price,5,0,4.554.10001,2024-11-29 00:17:01,,,4.554.10001,0.7269,positive
User_9920,,Uber the kings of Price Gouging,1,0,4.553.10000,2024-11-28 22:47:40,,,4.553.10000,0.0,neutral
User_9922,,"Very High Prices , not interested anymore",1,0,4.553.10000,2024-11-28 22:45:51,,,4.553.10000,-0.3089,negative
User_9939,,Compare to ola all rides on low price in uber,5,0,4.553.10000,2024-11-28 22:13:19,,,4.553.10000,-0.2732,negative
User_9964,,such a wonderful app for travel at affordable cost. thank you love it,5,0,4.553.10000,2024-11-28 21:21:35,,,4.553.10000,0.886,positive
User_9992,,"The later the ride the less expensive it's supposed to be because it's off peak. Not more expensive. Ya'll created this app to save people time and money, yet all you are accomplishing is wasting people's time and costing people more money. Do better.",1,3,4.554.10001,2024-11-28 20:07:57,,,4.554.10001,0.712,positive
User_9997,,I am a regular user of Uber shuttle. Your fare is illegal and so expensive.,1,0,4.554.10001,2024-11-28 19:44:09,,,4.554.10001,-0.5574,negative
User_10004,,The cost estimator says £5.99-£11. The app says £20!,2,0,4.554.10001,2024-11-28 19:35:06,,,4.554.10001,0.0,neutral
User_10024,,Do din to sahi rate mein gadi I lekin ab ekadam se hi raatein dikhane Laga bilkul third class bhai third class,1,0,4.553.10000,2024-11-28 18:24:19,,,4.553.10000,0.0,neutral
User_10038,,Dependable. Consistantly better prices than lyft and other competitors. Covered a ride for me while I was having payment issues.,5,0,4.553.10000,2024-11-28 17:36:44,,,4.553.10000,0.4404,positive
User_10061,,Price friendly,5,0,4.553.10000,2024-11-28 16:20:10,,,4.553.10000,0.4939,positive
User_10063,,Very good service and less fare.,5,0,4.548.10001,2024-11-28 16:11:46,,,4.548.10001,0.4927,positive
User_10078,,Cheap n best,5,0,4.554.10001,2024-11-28 15:47:43,,,4.554.10001,0.6369,positive
User_10081,,"They are not charging what they show the fares when requesting a ride. They show you an amount and then after the ride charge you more! no change in route nothing. NOT OK UBER, NOT OK",1,0,4.554.10001,2024-11-28 15:40:41,,,4.554.10001,-0.6288,negative
User_10110,,"When discount codes are applied, you wait until prices surge before you eventually get a ride after trying to reorder 3 times, and even then the price is double what it would have been without the discount.",1,0,4.554.10001,2024-11-28 14:24:17,,,4.554.10001,0.0,neutral
User_10123,,While boarding showing one rate and whil getting down showing more rate and cheating the inocent public. It happened in mycase even though reported on the very day no action taken so for. Hence i am thinking to file compaint before r t o,1,0,4.551.10000,2024-11-28 13:55:52,,,4.551.10000,-0.7463,negative
User_10125,,Most comfortable and price reasonable..,5,0,4.554.10001,2024-11-28 13:53:21,,,4.554.10001,0.5563,positive
User_10143,,Cheap nd best,5,0,4.553.10000,2024-11-28 13:06:32,,,4.553.10000,0.6369,positive
User_10148,,They Never give me a good rate for using them Every day for work....Then the more I use them the more money they charge me. I don't like this app. I wish we had taxi service again. I spent way too much money with them. They don't appreciate it at all!,2,0,4.544.10000,2024-11-28 12:52:00,,,4.544.10000,0.3662,positive
User_10159,,"I needed a ride to the blue man theater in Vegas. The driver (with instructions from Uber) took me to the wrong casino. After I finally figured it out, I called another. He took me around the block back to the same spot. I don't know where they get their information, but it cost me a lot of money.",2,0,1.41.10000,2024-11-28 12:17:30,,,1.41.10000,-0.4588,negative
User_10167,,Good and less price trip are available,5,0,4.514.10003,2024-11-28 11:59:39,,,4.514.10003,0.4404,positive
User_10168,,The rates are okk.But sometimes it shows a rate before riding and it becomes higher after riding so it's not fair. The drivers charge extra payment always,3,0,4.536.10001,2024-11-28 11:58:50,,,4.536.10001,-0.3017,negative
User_10169,,"Very disapponited , very poor service. Takes 8-10 min to book ride and after confirmation it takes atleast 15-20 plus min ride to come so ultimately costing your half n hour. No sense to use such service",1,0,4.554.10001,2024-11-28 11:58:45,"Hi Sanjay, we are sorry to hear about the experience you have faced with fares. We can always look into this issue for you. Please send a quick note to t.uber.com/contact so we can follow up with you.",2019-07-24 11:36:06,4.554.10001,-0.6801,negative
User_10188,,Very high fare compare to other applications,1,0,4.553.10000,2024-11-28 11:02:35,,,4.553.10000,0.0,neutral
User_10215,,"Hiked prices. Unreliable to get a cab back home after 4pm. when drivers take extra money, even after attaching the proofs, they reply about cancellation. offlate, highly unreliable and useless responses.",2,1,4.553.10000,2024-11-28 09:55:38,,,4.553.10000,-0.4703,negative
User_10217,,The app is convenient. Given 4 Star because In Mumbai while travelling to atal Setu drivers always insist to pay toll charges separately even though included in final bill. Please show final fare clearly indicating toll amount included in final bill to avoid duplication.,4,0,4.553.10000,2024-11-28 09:51:10,,,4.553.10000,0.0772,positive
User_10248,,Very disgusting App. The Drivers Are Charging Fare Price Which Quite More Than Actual Price That Was Showing In Users Uber Application And Their Support In Pathetic Condition To Resolve The Query. Kindly stay Away from Uber,1,0,4.554.10001,2024-11-28 07:45:17,,,4.554.10001,0.0276,neutral
User_10250,,"This is very bad,that few auto drivers charge more than the usual rate, initally the price was different and in the end of the ride(even though the driver had ended the ride prior to 100-200m from the destination),the price is showing else, how this is possible when the destination has also not reached and charge got increased?The auto driver's number plate was different and ride was going into his account.Very rude behavior of driver and abusive nature as well! Uber you need to work on it.",1,0,,2024-11-28 07:13:09,,,,-0.7497,negative
User_10277,,"Every time I use this app I pretty much feel like I'm being taken advantage of. I don't understand why the prices can change from $22 to $38 to go to the exact same place? Just because it's not 2: 00pm anymore it's 5:00pm. This app is pretty much a total scam, I try to avoid using whenever possible.",1,0,,2024-11-28 06:00:17,,,,0.5729,positive
User_10300,,Uber is good for me cheaper and good,5,0,,2024-11-28 03:35:42,,,,0.7251,positive
User_10331,,easy to book with good rated and mannered driver.,5,0,4.553.10000,2024-11-28 00:52:27,,,4.553.10000,0.7003,positive
User_10335,,Extra charges are useless and not given a proper price for a trip,1,0,4.553.10000,2024-11-28 00:45:53,,,4.553.10000,-0.5994,negative
User_10354,,"Maps used need to be more accurate, I have had to direct drivers to my destination myself",4,0,4.553.10000,2024-11-27 23:50:41,,,4.553.10000,0.0,neutral
User_10367,,Very useful but ride price is little bit high compared to other apps,5,0,4.553.10000,2024-11-27 23:22:19,,,4.553.10000,0.2724,positive
User_10387,,Always accurate re: route mapping,5,0,4.553.10000,2024-11-27 22:37:27,,,4.553.10000,0.0,neutral
User_10396,,Stupidly pricey compared to DIDI,1,0,,2024-11-27 22:25:39,,,,-0.4588,negative
User_10399,,Cheaper than lyft,5,0,4.553.10000,2024-11-27 22:21:25,,,4.553.10000,0.0,neutral
User_10403,,Quick and cheaper,5,0,4.553.10000,2024-11-27 22:17:00,,,4.553.10000,0.0,neutral
User_10427,,"Firstly, please do not cut me off as I am typing. Customer service is terrible. Uber has enough money after all of these years to provide top tier, real customer service agents, not simply ai! Secondly, the prices going from affordable to outrageous after you click on the originally shown price is crazy! It will say $9/$10 when go to book the ride, once the app says ""Finding your Ride"" it then says $15/$18/$20! How is that fair? I have screenshots and moving forward, I will be screen recording.",3,1,4.553.10000,2024-11-27 21:12:42,,,4.553.10000,-0.4874,negative
User_10439,,"Expensive at times, overall great",5,0,4.553.10000,2024-11-27 20:56:32,,,4.553.10000,0.6249,positive
User_10440,,Rate better than ola,5,0,4.553.10000,2024-11-27 20:55:59,,,4.553.10000,0.4404,positive
User_10441,,Price gauging! The price doubled in the past couple months!!!,1,0,4.553.10000,2024-11-27 20:54:26,,,4.553.10000,0.0,neutral
User_10454,,Worst app I have ever seen The prices of the driver are always more than ola nd rapido Nd when I booked bike today the drivers cancelled the ride for 2 times,1,0,4.551.10000,2024-11-27 20:25:31,,,4.551.10000,-0.7269,negative
User_10464,,"Gives you wait times before finding you a driver, wait times are inaccurate to say the least, and the availability of rides has gone down significantly, everything from quality to ease of use has deteriorated except for price. Update: Uber eats gifts don't work, this company is a scam. They take money and then things don't work and there is absolutely no way to get in touch with a real human. Dogshit",1,0,4.553.10000,2024-11-27 20:14:47,,,4.553.10000,-0.5709,negative
User_10477,,Expensive,3,0,4.553.10000,2024-11-27 19:32:19,,,4.553.10000,0.0,neutral
User_10500,,"They gave an accurate time frame of arrival, name of driver, and car! I felt safe, enjoyed small conversation, and car was very clean! 🤩👍 Great Job Guys!!!",5,0,,2024-11-27 18:59:45,,,,0.9378,positive
User_10509,,Easy and Affordable 😊,5,0,4.549.10000,2024-11-27 18:47:43,,,4.549.10000,0.836,positive
User_10527,,The prices show on this app and the drivers are both different. When the destination has arrived I am unable to view the proper price and the auto driver has an increase amount from the initial amount shown in the app. Kindly rectify this issue.,3,1,4.553.10000,2024-11-27 18:15:09,,,4.553.10000,0.6705,positive
User_10541,,Sometime when driver is not satisfied with uber app price they cancel ride after reach to pickup point and when ride get cancel without customer fault uber charge a channelling to customers which is not good at all uber should take any any against it 😠,1,0,4.553.10000,2024-11-27 17:46:53,,,4.553.10000,-0.8262,negative
User_10545,,Amazing great app good priced,5,0,4.553.10000,2024-11-27 17:40:06,,,4.553.10000,0.8957,positive
User_10548,,Affordable traveling with uber,4,0,4.553.10000,2024-11-27 17:35:46,,,4.553.10000,0.0,neutral
User_10552,,fast and affordable bike taxi,5,0,4.533.10001,2024-11-27 17:21:45,,,4.533.10001,0.0,neutral
User_10579,,It takes to long to get a ride and they're over pricing riders and under paying drivers,2,0,4.553.10000,2024-11-27 16:43:09,,,4.553.10000,0.0,neutral
User_10606,,Nice price and care 🥰,5,0,,2024-11-27 15:28:37,,,,0.9231,positive
User_10608,,Often fares are high specially from station it is always surcharged.,3,0,4.553.10000,2024-11-27 15:21:57,,,4.553.10000,0.0,neutral
User_10611,,Super timing. reasonable rate,5,0,4.553.10000,2024-11-27 15:13:13,,,4.553.10000,0.5994,positive
User_10645,,"Twice in succession I have waiting far too long for a Driver to confirm, only for Uber to offer a quicker one at an increased price. Not good enough when you have been offered one fare and confirmed that you're accepting it.",2,0,4.553.10000,2024-11-27 14:03:57,,,4.553.10000,0.4756,positive
User_10664,,"No longer reliable like it used to be. The rides take longer than the bus trip, it's too expensive and the drivers complain of poverty which means the company got greedy",3,0,4.553.10000,2024-11-27 13:02:28,,,4.553.10000,-0.7783,negative
User_10670,,Good experience at mimimum rates,5,0,4.553.10000,2024-11-27 12:42:11,,,4.553.10000,0.4404,positive
User_10683,,Uber shuttle Driver did not stop at the location and despite calling him there was no response. Firstly the bus was late and then he drives past without stopping or even picking the call. Understand that you are offering a promotional free ride but doesn't count if the service is not serving the purpose. I wasted 30 min and had to make expensive travel arrangement to reach on time for another meeting. Poor service from Uber. Will not recommend Uber shuttle service.,1,7,4.553.10000,2024-11-27 12:10:32,,,4.553.10000,-0.8791,negative
User_10687,,Good and accurate,5,0,4.553.10000,2024-11-27 11:53:20,,,4.553.10000,0.4404,positive
User_10689,,Affordable,5,0,4.553.10000,2024-11-27 11:49:10,,,4.553.10000,0.0,neutral
User_10705,,Too expensive and no support number to call I will switch to another app,1,0,4.553.10000,2024-11-27 11:07:43,,,4.553.10000,-0.357,negative
User_10717,,I am a daily customer of uber but now i have notice few problems with uber. Earlier the prices are reasonable as compared to other app so i used to take uber but now as prices are high soo prefer other app for my ride and even the rider dont pick the ride quickly witing time with uber is too long as compared to other app. So now i use other app as well for my ride,3,1,4.553.10000,2024-11-27 10:47:37,,,4.553.10000,-0.2263,negative
User_10729,,Worst uber There show price after tht prices high... please Don't use When I try to call them There no response. Wost uber,1,0,4.553.10000,2024-11-27 10:26:30,,,4.553.10000,-0.6124,negative
User_10739,,"I've been in one of the uber vehicles where it was no Neatness at all. When I asked the driver why is it so dirty, he said ""this is not our vehicles these are CNG Uber vehicles"" which cleans once in 30 days. But these vehicles operates 24 hours /day can't expect this especially from Uber",1,0,4.553.10000,2024-11-27 10:11:47,,,4.553.10000,-0.4313,negative
User_10740,,Very comfortable reasonable price good,5,0,4.490.10005,2024-11-27 10:09:13,,,4.490.10005,0.7574,positive
User_10742,,"Service is not good as it's was at his initial time, drivers are very bad especially in Delhi, always I was payed more than the actual amount of the fare, drivers ask us to cancel the the ride and if we cancel it app charge us cancellation fees and if weren't drivers ask for extra money for the same journey... It was very embarrassing to facing such kind of problem with the reputative app like Uber..",1,4,4.553.10000,2024-11-27 10:06:23,,,4.553.10000,-0.9115,negative
User_10760,,Good price,5,0,4.553.10000,2024-11-27 09:29:43,,,4.553.10000,0.4404,positive
User_10764,,"Wait time was too long... I don't like this, and the driver was asking for a fare amount and then cancelling it.",1,0,4.553.10000,2024-11-27 09:24:49,,,4.553.10000,-0.4423,negative
User_10775,,"Great app to book Auto, cab and shuttles with very affordable prices compared to OLA and Rapido.",5,0,4.553.10000,2024-11-27 09:11:29,,,4.553.10000,0.6249,positive
User_10799,,Become a member and save so much more I did and it halved all costs,5,0,4.551.10000,2024-11-27 08:12:04,,,4.551.10000,0.4939,positive
User_10810,,Todo bien en general con la parte viajes. Lo q no me cuaja son los retiros q solo pueden costar hasta AR$ 20.000.- Deberian subir un poco el límite ese.,2,0,4.553.10000,2024-11-27 07:21:51,,,4.553.10000,-0.296,negative
User_10842,,"Driver was very respectable and polite, considerate on the road. Dropped me off out the front of shopping centre.",5,0,4.553.10000,2024-11-27 04:27:58,,,4.553.10000,0.7264,positive
User_10843,,I only give it the one atar cause at least it's cheaper than lyft,1,0,,2024-11-27 04:21:47,,,,0.0,neutral
User_10850,,Very affordable and on time,5,0,4.554.10001,2024-11-27 03:54:55,,,4.554.10001,0.0,neutral
